name,location,description,link,price,operation,bedrooms,bathrooms,floor area (m2),land size (m2),latitude,longitude,img_url_1,coordinates_1,distance_1,ModelScores
"2 Bedroom Condo Unit For Sale in Calathea Place, San Antonio, Parañaque City","San Antonio, Parañaque","For Sale: 2 Bedroom Condo in Modern Tropical Oasis at Calathea Place, Sucat. 

Explore!
Building: Marantina
Floor Area: 53.5 sqm, more or less (inclusive of 12 sqm balcony space)
Level: 11
Bedroom: 2
Toilet and Bath: 1
Carpark: 1
Offer Price: P8 Million

For Inquiries and Viewing, please contact
Christian Roman
PRC License Number 0013088

Condominium property for Sale in San Antonio, Parañaque, Metro Manila",https://www.lamudi.com.ph/2-bedroom-condo-unit-for-sale-in-calathea-place-sa-169441742727.html,"₱8,000,000",buy,2,1,53,,14.467199,121.024909,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8m5Xp60r-dX17pjbn1H-JQXzFnnsMNcCnCXXyovebAlYZqy0ZYKdm1u9Cr19yMeESaMbnAqhTcFgAI040ZXQdRt9iJdUV8dylQgwRgF2hcgDUvCpTVtFV6mC0qFvc39NcQN813x1eDfkNeA67w5Ag?stp=s2048x1152&ccb=10-5&oh=00_AfD30CoVlV9a4spONHvFNY5fpOG4kIU7yHWB9byocVqQEw&oe=660E3A58&_nc_sid=201bca,"(121.021121, 14.468503)",0.433128109,4.17
2 Bedroom Condominium Unit with Balcony For Sale in Asteria Residence Parañaque,"San Isidro, Parañaque","ASTERIA RESIDENCES by DMCI
San Pedro St., San Antonio Valley 2, Sucat, Parañaque
Near Airport,
Near SLEX Sucat Exit going to South Luzon
Near Shopping malls (Waltermart Sucat, SM Hypermarket, SM Sucat, SM BF Paranaque)
Mid-Rise Resort-type Condo Unit
2-BR Unit with Drying Area (located above floor of the unit- can easily use stairs or lift
6th floor)
Fully-furnished (good for leasing as investment)
Facing Amenities (good view) and with fresh air and good sunlight at the balcony
Amenities: Clubhouse, Swimming Pool with Villas, Playground, Basketball Court, Billiard Table, Gym, Convenience Store, 24HRS Security, Laundry Station
✅Selling Price:  P5.5 M
✅3 M cash out (negotiable on payment schedule)
✅2.5 M Bal. on Bank loan
Around only 6.5 years left to pay (P30,990) monthly amortization
Note:
CGT,taxes and transfer of Title
- Care of Buyer
Google Map Location: Lucerne Building
14°2806.6N 121°0016.5E",https://www.lamudi.com.ph/2-bedroom-condominium-unit-with-balcony-for-sale-in-asteria-residence-paranaque.html,"₱5,500,000",buy,2,1,64,,14.468547,121.011835,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8IZTEKAg0q9bv5t0D8r1RcLpyOL5rPlepat947mhVTF5nVaSS3PolYvMmqgMpXptEmbVJ2w3UgKtuHd7qbQADnc7Z2aIE9kMqEFSAJ7dbODyypQJYYSLXtXi4tTv-IA0m7kXApSxH9_VAxol57k60?stp=s2048x1152&ccb=10-5&oh=00_AfC80KbzezVkBZpMkpNwSY3vHUqKI3K_9ypwc0ePmOSv4Q&oe=660E13E4&_nc_sid=201bca,"(121.01141, 14.467918)",0.083324127,2.48
"Bungalow House for Sale in Marcelo Green Village, Parañaque City","Marcelo Green Village, Parañaque","House property for sale in Marcelo Green Village, Parañaque, Metro Manila
This Bungalow House and Lot for Sale in Marcelo Green Village, Parañaque City is located near SM Bicutan establishment, Skyway, and SLEX. Just forty-five (45) minutes to Makati City and the Ninoy Aquino International Airport. Thirty (30) minutes away from Colegio San Agustin School, and other schools and hospitals like South Luzon Expressway Hospital and Parañaque Doctors.

Parish Church is Mary of Good Counsel Parish Church.

Great for investment, most especially that it is flood-free, guaranteed.

Make it your home. Community and neighborhood are fantastic!",https://www.lamudi.com.ph/bungalow-house-for-sale-in-marcelo-green-village-p-16848046144.html,"₱20,000,000",buy,4,,250,337,14.469863,121.04211,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An9T71RuEq7htyE2BxzWBRXqAfcHNFPt1dE-skhy5fRMbB-1MHWLNSTMrHo9nlbNbzX2TQIPPGXMu6qBOHB8g7NG82AU23TFto-eW7RJxoOlwQEVylDwuiTDJnaDDwJ-4MIhYaKMDnqFQNdWDbskfQc?stp=s2048x1152&ccb=10-5&oh=00_AfCbjMwgjfcBnUL0Rwovp3AVHo53z4KgW7yyb39asE1l0A&oe=660E2E99&_nc_sid=201bca,"(121.044476, 14.469211)",0.265085652,2.88
For Sale Attractive 5BR House Equipped & Well Ventilated Kitchen in Parañaque,"B.F. Homes, Parañaque","Attractive Modern 5Bedrooms with fully equipped Kitchen and a well-ventilated high ceiling living area House and Lot for sale in BF homes Paranaque.
Market Price : 26,000,000
Lot area : 281 sq.m.
Floor area : 353 sq.m.
Property Features:
Single-detached
 High Ceiling Living and Dining area
 4 Bedrooms
5 Toilet and Bath
 Powder Room
Clean Kitchen
Covered Lanai
Dirty Kitchen
Balcony
Driver/Helper’s Quarter
Maids Room with Toilet and bath
Storage
Fully Equipped Kitchen
High Ceiling
Service Area
2 Car Garage
Additional Features of the Property:
Weather & Sound Resistant Windows
24/7 CCTV Security Equipped
Fingerprint/RFID Front Door Lock
Landscaped Garden
 Gated Community with 24 Hours Security
 Maynilad Water Supply
 With Roving Guards
 Nice Location
Nearby establishments:
5mins Robinson Supermarket
Walking distance to all Major banks like BDO, MetroBank, BPI, Chinabank
Too many choices of Restaurants
Market Price : 26,000,000
For Inquiries and for More details please call:
Jessie Inot
Licensed Real Estate Broker No. 0022291
HLURB no. 0042938",https://www.lamudi.com.ph/for-sale-attractive-5br-house-equipped-well-ventil-169821957016.html,"₱26,000,000",buy,4,,353,281,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.83
new 14m townhse near skyway bicutan,"Sun Valley, Parañaque","Lot area :     106 SqM
Floor area :  170 Sq.M
3BR, 3TB, Maid's Rm w/Own TB
Covered parking for 2 Cars
Gated, guarded community

Location : 
Easily accessible
Very near SLEX, SKYWAY
Short walk to SM Bicutan
12mins to Airport, Makati, Pasay

Price :   14 M Nego.",https://www.lamudi.com.ph/new-14m-townhse-near-skyway-bicutan-169327729452.html,"₱14,000,000",buy,3,,170,106,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,3.33
Timothy homes 3 Bedroom House for Sale in Parañaque,"Moonwalk, Parañaque","Brand New Two-Storey Single Attached RFO Unit S-6 located at Lot 14 Blk 2 Simon St., Timothy Homes, Multinational Vill., Brgy. Moonwalk, Parañaque City 3 Bedrooms 3 Toilet & Bath 1 Car Garage 
Lot area: 73m² 
Indoor area: 85m² 

Total developed area: 112m² 

Selling price: P8,400,000.00* 

*miscellaneous fees NOT included",https://www.lamudi.com.ph/timothy-homes-3-bedroom-house-for-sale-in-para-aqu-169780996521.html,"₱8,400,000",buy,3,,73,85,14.492371,121.008496,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-35Tn9oBsWD0-baMtrS389zsYNQmHV5_5pSq30dcJjvyUL51V5pCaDTAmj1gfeF2FvmDkUBplVjch5-9beHrYs6vUcaqKHsSnzofUxW8r50TzxqeGIo__JfmqTZVAQNzyWJNAB-1cmDU486avjtg?stp=s2048x1152&ccb=10-5&oh=00_AfBs1e7Nu-PHFMUDCmP8azsck0z67Miv1Lgt2gFB03aXQQ&oe=660E0DFC&_nc_sid=201bca,"(121.014659, 14.492893)",0.666876442,4.0
Good Deal Bungalow House For Sale In Parañaque,"San Antonio, Parañaque","FOR SALE:
San Antonio Valley 9 Parañaque
Bungalow

Floor area 160sqm
Lot area 180sqm
1 Masters bedroom w/ toilet & bath
2 bedrooms
1 toilet & bath
1 car garage
Spacious living, dining & kitchen area
Dirty kitchen 
Laudry area

Furnitures & appliances not included

14M
Negotiable",https://www.lamudi.com.ph/good-deal-bungalow-house-for-sale-in-para-aque-170714553644.html,"₱14,000,000",buy,3,,160,180,14.467199,121.024909,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8m5Xp60r-dX17pjbn1H-JQXzFnnsMNcCnCXXyovebAlYZqy0ZYKdm1u9Cr19yMeESaMbnAqhTcFgAI040ZXQdRt9iJdUV8dylQgwRgF2hcgDUvCpTVtFV6mC0qFvc39NcQN813x1eDfkNeA67w5Ag?stp=s2048x1152&ccb=10-5&oh=00_AfD30CoVlV9a4spONHvFNY5fpOG4kIU7yHWB9byocVqQEw&oe=660E3A58&_nc_sid=201bca,"(121.021121, 14.468503)",0.433128109,2.88
Well maintained House for Sale with Great Location for Sale in Paranaque,"B.F. Homes, Parañaque","Well maintained House and lot for Sale in BF Homes Paranaque City Featuring: 2 level   house 
4- bedrooms + 5 full baths (including the main level bedroom) 
Covered lanai 
small Garden 
Separate Staff quarters with own T&B 
lot area 204
floor area 300 
Other notable features: lots of natural light. Big bedrooms,  maintained  bathrooms, and kitchen. 
 Contact us for a viewing. 
 
IRENE Z OPRECIO 
 PRC Real Estate Broker License #1674",https://www.lamudi.com.ph/well-maintained-house-for-sale-with-great-location-170720125876.html,"₱21,500,000",buy,4,,300,204,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.08
"SMDC Spring Residences Condo for Sale in SM Bicutan, Parañaque City","Don Bosco, Parañaque","RENT TO OWN in SM Bicutan, Parañaque City at SMDC Spring Residences Near in Mall of Asia, Makati City and Alabang (CBD)

SMDC SPRING RESIDENCES Condo for Sale RENT TO OWN in SM Bicutan, Parañaque City Near in Mall of Asia, Makati City and Alabang (CBD)

RENT TO OWN:
Option 1
5% DP :   (Move in)
15% IN 29 Mos. :

Option 2
10% DP :  (Move in)
15% IN 29 Mos.

5% DOWNPAYMENT: Ready to Move-IN (lipat Agad)
10% DISCOUNT: Spot Cash SAVE UP TO 500K
FOR UNIT INTERIORS : P 300k-400K

FUTURE DEVELOPMENT
 PNR SOUTH COMMUTER RAILWAY
 METRO MANILA SUBWAY
 Sky Way
 NLEX
 SLEX
 Bay City Development
 SMDC Gold Development

LANDMARK
NAIA Terminal 1 ,2,3,4
SM Mall of Asia
SM BF
Parañaque Doctors Hospital
 Alabang (CBD)
 S&R Paranaque
Newport Mall
 Double Dragon Plaza
Asiana City
Okada Manila
Solaire Resorts and Casino
San Juan De Dios Hospital
Medical Center Paranaque

AMENITY
Fitness Center
 Parks
Gardens
Jogging Paths
Social Lounge
Swimming pools
Lobby
Function room
Children's play area
Open playfield
Pavilion",https://www.lamudi.com.ph/smdc-spring-residences-condo-for-sale-in-sm-bicuta-169571658329.html,"₱4,700,000",buy,1,1,28,,14.482705,121.024909,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An--pW2oENT4NdxtKmn5S0LBRZoL2gkGVVhzs3OTgijUbzY7JbfeDzxhz5oWOtjt07jztm_9ZIH5AvpHvfN7thlw7Q2GbLFBJwddQBCFjC9vD2h8pl8mdwzR4dUq5p6VZt6omkp7xLBB4mTVcgEMsw?stp=s2048x1152&ccb=10-5&oh=00_AfBSfksGIpHh_8xYkXtZUWgqH0NDeRQB6aELku2fQWBeEg&oe=660E214C&_nc_sid=201bca,"(121.028131, 14.48584)",0.49088246,2.83
For Sale  Lot with an old bungallow house in Santa Ana Village in Sun Valley,"Sun Valley, Parañaque","Rush For Sale : Lot with an old bungallow house in Santa Ana Village in Sun Valley 
222 sqm with an old dilapidated house
With wide frontage
Ideal for townhouse development
Located beside townhouses
A few meters away from the corner
Asking P38,000 per sqm",https://www.lamudi.com.ph/for-sale-lot-with-an-old-bungallow-house-in-santa-169760505936.html,"₱8,436,000",buy,,,,222,14.491803,121.038006,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An82ukNz7c8vDb-oj2FslX3S9jzcWJTC5iOlmNsCK06mHtXHVF54trRZ3b_AAj9eaNAowo-RHRXFbZiMbFpAIsX22hY7vVxQ4pZ0dhcfbxtd-AGpyRjNk5TP0OEtQRw_77Aztz4V-qcXPIvp8cNwKCo?stp=s2048x1536&ccb=10-5&oh=00_AfA33FRj_7Cj11DfxkvOZ8FxHh4iOwePAI3ta2fEE-CVaQ&oe=660E34B3&_nc_sid=201bca,"(121.037984, 14.491887)",0.009591897,2.88
Duplex House and Lot in BF Homes Parañaque for Sale,"B.F. Homes, Parañaque","Duplex house and lot in bf homes Paranaque Price : 13,900,000 Lot area : 140 sq.m. Floor area : 200 sq.m. Property Features : Duplex Living and Dining area 4 Bedrooms 4Toilet and Baths Powder Room Clean Kitchen Maids Room with Toilet and bath Storage Service area 2 Car Garage Gated Community with 24 Hours Security Maynilad Water Supply With Roving Guards Nice Location For Inquiries and for More details please call: Jessie Inot Licensed Real Estate Broker No. 0022291 HLURB no. 0042938For Sale Duplex house and lot in bf homes Paranaque in B.F. Homes, Parañaque",https://www.lamudi.com.ph/duplex-house-and-lot-in-bf-homes-para-aque-for-sal-169821957114.html,"₱13,900,000",buy,4,,200,140,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.88
"4 Bedroom House and Lot for Sale in BF Homes, Parañaque","B.F. Homes, Parañaque","4 Bedroom House and Lot for Sale in BF Homes, Parañaque

Corner Lot
Lot Area: 330 sqm
Floor Area: 250 sqm


  4 Bedroom
  3 Toilet and Bath
  2 Car Garage
  Wide Kitchen
  Lanai
  Maid's Room
  Driver's Room
  Wide Laundry Area
  Stock Room
  2 Stainless 1.5 m3 Water Tanks
  Garden


Bonus: Fruiting 2 Guava Trees, 2 Calamansi, 2 Miracle Fruits, 1 Thai Green Mango, 1 Thai Green Macopa.

Selling Price: 18M

Rod Banaag (PRC# 273) 
Laiza Banaag (PRC# 3044)",https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-in-bf-homes-para-168205281443.html,"₱18,000,000",buy,4,,250,330,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.88
"367 sqm. Teoville East, BF Parañaque City","B.F. Homes, Parañaque","367 sqm 
inner lot 45,000/sqm 
For viewing please call 
REBL 0005048

Land property for Sale in B.F. Homes, Parañaque, Metro Manila",https://www.lamudi.com.ph/367-sqm-teoville-east-bf-para-aque-city-168256834263.html,"₱16,515,000",buy,,,,367,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.88
"BF Homes Townhouse for sale, Elysium Townhomes BF Homed Parañaque","B.F. Homes, Parañaque","BF Homes Townhouse for sale

3 Bedrooms
2 Bathrooms
Floor area: 137 sqm
Lot area: 95 sqm

House property for sale in B.F. Homes, Parañaque, Metro Manila",https://www.lamudi.com.ph/bf-homes-townhouse-for-sale-elysium-townhomes-bf-h-169210912358.html,"₱9,500,000",buy,3,,137,95,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,3.71
"For sale House and Lot at Marina Baytown East, Brgy. Tambo, Parañaque City","Tambo, Parañaque","MARINA BAYTOWN EAST,
TAMBO, PARANAQUE

LOT AREA  680 sqm
FLOOR AREA   647.50 sqm

GF
   1 Guest Room with CR
   1 Office with CR
2nd FLOOR
   5 Bed Rooms - all with separate CR
Lawn
Garage for 4 Cars
Maids' Rm
Sturdy improvements built in 1990s",https://www.lamudi.com.ph/for-sale-house-and-lot-at-marina-baytown-east-brgy-168620904219.html,No Price,buy,6,,647,680,14.516398,120.989915,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An--RVqG0mLmsz9a90RWbKwPRksLt0h5ttJu01dxRn9WsoBxwLY1JIONaVstVOj67NsMeUz4NII9ii99kb6UAURYqP60R0b_TEQDLJYdCloZmXJUbFqa-vr89v_P-3b_smIpANAPB5cdislL2X-jLio?stp=s2048x1152&ccb=10-5&oh=00_AfDm5zDglaZusOd6M7cEh__ILeC3h3peCGbRqqxHADDjRw&oe=660E0B16&_nc_sid=201bca,"(120.990449, 14.516511)",0.058901243,4.0
San Antonio Velley 15 For Sale Brand New Parañaque 4BR Duplex House for sale,"San Antonio, Parañaque","Property Code: 582-SHL-SA15 San Antonio Valley 15 Unit A - available  LA: 90 sq.m.  FA: 200 sq.m.  4 bedrooms 4 T&B  2 car garage  The following will be included in Unit A:  - Improved finished cabinets for the master’s bedroom, bedroom 1, and bedroom 2 - Water reserve tank for uninterrupted water supply  - Water pressure tank   Unit A will be ready for occupancy by November 2023.   Real Estate Broker License #5055 The LEAD Realty  Contact us for more!   The Lead Realty   DISCLAIMER: The Lead Realty reserves the right to modify the property details or correct any omission on this post without prior notice. All posted materials are considered The Lead Realty’s intellectual property. Any unauthorized use is strictly prohibited.",https://www.lamudi.com.ph/san-antonio-velley-15-for-sale-brand-new-para-aque-170661992791.html,"₱9,588,000",buy,4,,200,90,14.467199,121.024909,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8m5Xp60r-dX17pjbn1H-JQXzFnnsMNcCnCXXyovebAlYZqy0ZYKdm1u9Cr19yMeESaMbnAqhTcFgAI040ZXQdRt9iJdUV8dylQgwRgF2hcgDUvCpTVtFV6mC0qFvc39NcQN813x1eDfkNeA67w5Ag?stp=s2048x1152&ccb=10-5&oh=00_AfD30CoVlV9a4spONHvFNY5fpOG4kIU7yHWB9byocVqQEw&oe=660E3A58&_nc_sid=201bca,"(121.021121, 14.468503)",0.433128109,2.88
"2-Storey Brand New 5 Bedroom House for Sale in BF Agelor, Parañaque City","B.F. Homes, Parañaque","Property Code: 131-HLFS-BFAG Property Name : BF Agelor Parañaque City 2-Storey Brand New House 5 Bedroom  4 T&B  4 car garage Lot Area: 289 sq.m. Floor Area : 350 sq.m. Unfurnished Selling Price: PHP 32,000,000.00  Real Estate Broker License #5055 The LEAD Realty  Contact us for more!   The Lead Realty   DISCLAIMER: The Lead Realty reserves the right to modify the property details or correct any omission on this post without prior notice. All posted materials are considered The Lead Realty’s intellectual property. Any unauthorized use is strictly prohibited.",https://www.lamudi.com.ph/2-storey-brand-new-5-bedroom-house-for-sale-in-bf-17083249157.html,"₱32,000,000",buy,5,,350,289,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,2.88
For Sale Brand New BF Homes House For Sale near Betterliving Parañaque,"B.F. Homes, Parañaque","Property code: 174-SHL-BFNW
BF Homes, BF Northwest
FA: 280 sq.m.
LA: 251 sq.m.
2 storey
5 Bedroom
4 Bathroom
3 Car Garage
Fully Finished
Brand New
With 6-seater jacuzzi. With maid's room

Real Estate Broker License #5055
The LEAD Realty



DISCLAIMER: The Lead Realty reserves the right to modify the property details or correct any omission on this post without prior notice. All posted materials are considered The Lead Realty’s intellectual property. Any unauthorized use is strictly prohibited.",https://www.lamudi.com.ph/for-sale-brand-new-bf-homes-house-for-sale-near-be-168126683844.html,"₱30,000,000",buy,5,,280,251,14.4521766,121.0245799,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An8MDLMrNNK-hAtAwg8iingcBuA6Q-PGAr9DO1iU3GaerZgb8xnhaoom_VaUchKTrqVAP50MsAk1zjLjteE2cQiDJgDz7HbZy87Pa1uPlk254-4qxD2qCzgq_10-gHJbkiVRjNc0FEH4sQbsIhfeZd8?stp=s2048x1536&ccb=10-5&oh=00_AfD6O_PXI4co1coPFuJIBCD6qlKlFYIs8zqY9d_3ilJfzw&oe=660E389B&_nc_sid=201bca,"(121.026287, 14.448605)",0.435936571,3.33
"For Sale Apartment Building in Moonwalk, Parañaque City, Metro Manila","Moonwalk, Parañaque","Property code: 103-SRB-PQUE
Residential Building at Moonwalk, Paranaque
FA: 1,000 sq.m.
LA: 240 sq.m
5-storey building  24 rooms (12 standard, 6 deluxe and 6 family-sized rooms)
6 parking provisions
brand new generator that backs up 100% Meralco power
With CCTV, intercom, FDAS, ISP (PLDT)
Ground floor is 88 sq. m. with previous tenant (Pitmaster)
Condition of the building is brand new, furnished with hotel fixtures
Currently tenanted by Red Doorz (budget hotel) but can terminate lease contract Semi Furnished

Real Estate Broker License #5055
The LEAD Realty

For other property requirements/ property viewing/ inquiries, please contact us at the numbers found on the side of this screen.

Contact us for more! The Lead Realty 

DISCLAIMER: The Lead Realty reserves the right to modify the property details or correct any omission on this post without prior notice. All posted materials are considered The Lead Realty’s intellectual property. Any unauthorized use is strictly prohibited.",https://www.lamudi.com.ph/for-sale-apartment-building-in-moonwalk-para-aque-167838182916.html,"₱60,000,000",buy,5,5,1000,,14.492371,121.008496,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-35Tn9oBsWD0-baMtrS389zsYNQmHV5_5pSq30dcJjvyUL51V5pCaDTAmj1gfeF2FvmDkUBplVjch5-9beHrYs6vUcaqKHsSnzofUxW8r50TzxqeGIo__JfmqTZVAQNzyWJNAB-1cmDU486avjtg?stp=s2048x1152&ccb=10-5&oh=00_AfBs1e7Nu-PHFMUDCmP8azsck0z67Miv1Lgt2gFB03aXQQ&oe=660E0DFC&_nc_sid=201bca,"(121.014659, 14.492893)",0.666876442,3.33
"For Sale Apartment Building in Moonwalk, Parañaque City, Metro Manila","Moonwalk, Parañaque","Property code: 103-SRB-PQUE
Residential Building at Moonwalk, Paranaque
FA: 1,000 sq.m.
LA: 240 sq.m
5-storey building  24 rooms (12 standard, 6 deluxe and 6 family-sized rooms)
6 parking provisions
brand new generator that backs up 100% Meralco power
With CCTV, intercom, FDAS, ISP (PLDT)
Ground floor is 88 sq. m. with previous tenant (Pitmaster)
Condition of the building is brand new, furnished with hotel fixtures
Currently tenanted by Red Doorz (budget hotel) but can terminate lease contract Semi Furnished

Real Estate Broker License #5055
The LEAD Realty

For other property requirements/ property viewing/ inquiries, please contact us at the numbers found on the side of this screen.

Contact us for more! The Lead Realty 

DISCLAIMER: The Lead Realty reserves the right to modify the property details or correct any omission on this post without prior notice. All posted materials are considered The Lead Realty’s intellectual property. Any unauthorized use is strictly prohibited.",https://www.lamudi.com.ph/for-sale-apartment-building-in-moonwalk-para-aque-167838182916.html,"₱60,000,000",buy,5,5,1000,,14.492371,121.008496,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An-35Tn9oBsWD0-baMtrS389zsYNQmHV5_5pSq30dcJjvyUL51V5pCaDTAmj1gfeF2FvmDkUBplVjch5-9beHrYs6vUcaqKHsSnzofUxW8r50TzxqeGIo__JfmqTZVAQNzyWJNAB-1cmDU486avjtg?stp=s2048x1152&ccb=10-5&oh=00_AfBs1e7Nu-PHFMUDCmP8azsck0z67Miv1Lgt2gFB03aXQQ&oe=660E0DFC&_nc_sid=201bca,"(121.014659, 14.492893)",0.666876442,3.71
For Sale: Prime Commercial Lot in Parañaque (near airport) | 1DS-069,"Tambo, Parañaque","FOR SALE: Prime Lot in Parañaque (near airport) | 1DS-069

Property Details:
2,000 square meter
Rectangular cut with sizeable frontage
In close proximity to Entertainment City & Roxas Blvd. (1km away)
In close proximity to NAIA Terminals 1 & 2 (1km away)
Clean title
With CAAP Certification of allowable building height to up to 49 meters (up to 15 storey building)
Ideal for developments such as hotel, condo, or office building

Selling Price: 300,000,000",https://www.lamudi.com.ph/for-sale-prime-lot-in-para-aque-near-airport-1ds-0-167089771371.html,"₱300,000,000",buy,,,,2000,14.516398,120.989915,https://scontent.fmnl17-4.fna.fbcdn.net/m1/v/t6/An--RVqG0mLmsz9a90RWbKwPRksLt0h5ttJu01dxRn9WsoBxwLY1JIONaVstVOj67NsMeUz4NII9ii99kb6UAURYqP60R0b_TEQDLJYdCloZmXJUbFqa-vr89v_P-3b_smIpANAPB5cdislL2X-jLio?stp=s2048x1152&ccb=10-5&oh=00_AfDm5zDglaZusOd6M7cEh__ILeC3h3peCGbRqqxHADDjRw&oe=660E0B16&_nc_sid=201bca,"(120.990449, 14.516511)",0.058901243,3.71
